CANAL_3;Panama Canal;;;;;;x;
ENABLE_CANAL;Build the §Y$NAME$§W!\n;;;;;;x;
CANAL_NOT_ENABLED;The §Y$NAME$§W has NOT been built.;;;;;;x;
CANAL_ENABLED;§Y$NAME$§W exists!;;;;;;x;
ADMINISTRATIVE_TAX_EFFICIENCY;Administrative Tax Efficiency: §Y$VALUE$§W%.;;;;;;x;
AVG_MIL_ON_MAP;Average Militancy: §Y$VALUE$§W;;;;;;x;
POP_PRODUCED;Produced: §Y$VAL$§W;;;;;;x;
POP_SOLD;Sold: §Y$VAL$§W;;;;;;x;
POP_SOLD_DOMESTIC;Sold(Domestic): §Y$VAL$§W;;;;;;x;
POP_SOLD_EXPORT;Sold(Export): §Y$VAL$§W;;;;;;x;
POP_WANT_BOUGHT;Bought: §Y$VAL$§W;;;;;;x;
POP_WANT_BUY;Wanted: §Y$VAL$§W;;;;;;x;
POP_WANT_AFFORD;Afforded: §Y$VAL$§W;;;;;;x;
POP_PRODUCER_MARKET;This Producer;;;;;;x;
POP_WORLD_MARKET;§YWorld Market§W;;;;;;x;
OR_TRIG_SHORT;Either..;;;;;;x;
GENERAL;General;;;;;;x;
ADMIRAL;Admiral;;;;;;x;
CURR_COMB_STR;Current Strength at ;;;;;;x;
CURR_COMB_ORG;Organization at ;;;;;;x;
UW_ASSIGN;Auto Assign;;;;;;x;
RANK_PRESTIGE;Prestige;;;;;;x;
RANK_PRESTIGE_D;Prestige is accumulated through cultural development and performing well with your country;;;;;;x;
RANK_INDUSTRY;Industrial Power;;;;;;x;
RANK_INDUSTRY_D;Industry score is a measure of your level of industrialization. It is a combination of the number of factories and the total value of the goods output of your country.;;;;;;x;
RANK_MILITARY;Military Power;;;;;;x;
RANK_MILITARY_D;The Military score is a measure of the power of your army, it scores your military by both size and equipment.;;;;;;x;
RANK_TOTAL_D;The eight countries with the highest rank are §YGreat Powers§W who have the ability to influence and control lesser nations. The next eight are §YSecondary Powers§W who have the ability to colonize, and will challenge the great powers at times. The final two ranks are §Ycivilized§W and §Yuncivilized§W nations, who are rated depending if they are westernized or not.;;;;;;x;
TYPE_SPECIAL;Other;;;;;;x;
COVIEW_ORG_VALUE;Current level of organization;;;;;;x;
COVIEW_STR_NAVAL;The amount of ships in this fleet.;;;;;;x;
COVIEW_STR_LAND;Amount of men fighting on this side.;;;;;;x;
MAY_NOT_RETREAT;It is not possible, nor would it be honorable, to retreat from a battle while the battle is still starting up.;;;;;;x;
COMBAT_DICE;Die roll for this side in this phase.;;;;;;x;
COMBAT_TERRAIN;Terrain penalty on attacker.;;;;;;x;
COMBAT_CROSSING;River crossings or landing on a beach gives a penalty to the attacker.;;;;;;x;
COMBAT_DIGIN;Penalty on attacker due to defender being dug-in.;;;;;;x;
PRODUCTION_COST_BUILD;Build Cost: §Y$VAL$§W;;;;;;x;
PRODUCTION_COST_INPUT;Input Cost: §Y$VAL$§W;;;;;;x;
PRODUCTION_NO_PROJECT;No Project;;;;;;x;
PRODUCTION_PROJECT_MONEY;Project has §Y$MONEY$§W¤ out of §Y$NEED$§W¤ needed.;;;;;;x;
WAR_HAS_COMPLETE_VICTORY;Complete Victory;;;;;;x;
DIPLOMACY_CAN_INTERVENE;Intervene in War;;;;;;x;
DIPLOMACY_CANNOT_INTERVENE;Intervene in War\nWe cannot join this side because:;;;;;;x;
DIPLOMACY_OPINION_INFLUENCE;Opinion of §Y$GP$§W: §Y$OPINION$§W;;;;;;x;
DIPLOMACY_OPINION_INFLUENCE2;§Y$GP_ADJ$§W influence: §Y$VALUE$§W;;;;;;x;
DIPLOMACY_SET_PRIO_DESC;Influence represents a §YGreat Power§W's clout inside a country.;;;;;;x;
DIPLOMACY_PRIMARYCULTURE_DESC;The primary culture represents people who are first-class citizens in our country;;;;;;x;
DIPLOMACY_ACCEPTEDCULTURE_DESC;Our accepted culture(s) are people that are tolerated in our country;;;;;;x;
PROJECT_BUILD;Build;;;;;;x;
PROJECT_REOPEN;Reopen;;;;;;x;
PROJECT_EXPAND;Expand;;;;;;x;
EVTNAME22500;Stock Market Crash!;;;;;;x;
EVTDESC22500;A bleak day today for $COUNTRY$, as $CAPITAL$'s financial district reels from the shock of a burst speculation bubble. Real estate prices have been soaring for the past year and a half, and while some analysts have warned for quite some time that the prices have been artificially high due to the effects of inflationary over consumption, the matadors of the bull market have left any such warnings unheeded. In government circles, cries for increased bank and currency regulations are being heard, calling for an end to what is referred to as 'the failures of dog-eat-dog capitalism'.;;;;;;x;
EVTOPTA22500;Regulate! Tax! Ban! Panic!;;;;;;x;
EVTOPTB22500;Balanced government budget, deregulation and sound money.;;;;;;x;
stock_market_crash;Stock Market Crash;;;;;;x;
stock_market_crash_desc;Our country is feeling the effects of a stock market crash.;;;;;;x;
great_depression;Great Depression;;;;;;x;
great_depression;A stock market crash in one of the Great Powers has caused a great depression, the effects of which are being felt all around the civilized world.;;;;;;x;
EVTNAME22510;The Great Depression;;;;;;x;
EVTDESC22510;A major crash on the $CAPITAL$ stock market has devolved into something much worse entirely, following massive bank runs triggered by plummeting saver's confidence in the banking sector. As people scramble to secure their life savings, more and more banks and credit institutions fail, triggering domino effects affecting the entire $COUNTRY_ADJ$ financial sector. The ripples from the crash soon spread to other sectors of private industry, as loans are defaulted and savings vanish seemingly into thin air. Widespread unemployment, caused by entire sectors of industry failing almost overnight, soon follow. With the intertwining of the economies of the western world, the crisis quickly spreads to other countries, and the effects of the crash now reverberate around the world, in what will be known to posterity as: The $YEAR$ Great Depression.;;;;;;x;
EVTOPTA22510;It's only a temporary crisis, no one can be blamed;;;;;;x;
EVTNAME22520;Free Banking;;;;;;x;
EVTDESC22520;As there are no laws prohibiting or regulating private banking practices in $COUNTRY$, several private institutions are issuing their own currencies. While some argue that the hard earned savings of the common man are far too important to be left to the private sector, the case is rather the opposite in one of our states, where the plethora of banking institutions available allows people the freedom of choice to save their money in banks, and thus currencies, which they actually know and trust.;;;;;;x;
EVTOPTA22520;There is always the chance that these systems will fail, and then what?;;;;;x;;
EVTOPTB22520;As long as they are happy, I have no objections.;;;;;;x;
EVTNAME22530;Local Railway Shares;;;;;;x;
EVTDESC22530;A newly formed railway company in one of our states has issued shares in the company to help finance the burgeoning firm, and are now seeking buyers and investors in the state. The CEO of the company has approached local politicians, asking them if they could, perhaps, lend a bit of a hand in the marketing of these shares to the general public, arguing that an extension of the railway networks in the state can only be beneficial and should be promoted. Some feel that this might infringe on the principles of official neutrality with regards to private ventures, while other see only opportunities.;;;;;;x;
EVTOPTA22530;Of course we must aid and help promote this beautiful private initiative;;;;;;x;
EVTOPTB22530;I think that the government that governs the least governs the best;;;;;;x;
institute_central_bank_title;National Banking Act;;;;;;x;
institute_central_bank_desc;While our government has for some time maintained a central bank, some voices within the economic debate have begun arguing in favor of monopolizing the issuing of currency to a strict government prerogative. Proponents argue that this will lead to an increase in economic stability, while opponents see it as a fundamental breach of the freedom of trade.;;;;;;x;
central_bank_established;Central Bank;;;;;;x;
central_bank_established_desc;Our government's central bank maintains a strict monopoly on the issuance of currency.;;;;;;x;
EVTNAME22540;Stock Exchange;;;;;;x;
EVTDESC22540;Selling Greenwood & Burns at 9.76, buying at 9.5! Atman & Sons 8.12, selling, selling!'\n\nLocal businessmen in one of our provinces have formed a joint venture company to establish a local stock exchange primarily aimed at the commodities trade. The venture will doubtlessly increase local productive efforts!;;;;;;x;
EVTOPTA22540;Splendid news!;;;;;;x;
local_stock_exchange;Stock Exchange;;;;;;x;
local_stock_exchange_desc;A local Stock Exchange operates in this province, increasing local production output.;;;;;;x;
EVTNAME22550;Wildcat Bills;;;;;;x;
EVTDESC22550;A bank run has ensued in one of our states today, following news that a local bank has been issuing currency to a value far exceeding its liquid assets. The situation has been raised to the national level and parliament, where opponents of free banking use the case to argue against the system of free banking as such, calling on the government to move toward a tighter regulation of the banking sector, which is opposed by powerful interests within industrialist circles and the free trade lobby.;;;;;;x;
EVTOPTA22550;The institution of free banking is a fundamental pillar of free trade;;;;;;x;
EVTOPTB22550;We must not let the whims of profiteers dictate the national economic policy;;;;;;x;
EVTNAME22560;Economic Boom;;;;;;x;
EVTDESC22560;Our country's economy has been booming of late, following a long period of relatively low unemployment and a well fed populace. High savings and a productive population, combined with advances in the field of economic instruments and the establishment of investment banks, means that we now are better poised than ever before to develop our national industries, and bring our country's economy to new heights.;;;;;;;x
EVTOPTA22560;Excellent!;;;;;;x;
EVTOPTB22560;We should leverage this affluence;;;;;;x;
economic_boom;Economic Boom;;;;;;x;
economic_boom_desc;Our economy is booming thanks to our investment banks and a long period of low unemployment.;;;;;;x;
EVTNAME22570;Flagship Company Bankrupt;;;;;;x;
EVTDESC22570;One of the major companies in one of our states has gone bankrupt recently, following a long period of running at a deficit. Local politicians have petitioned the government to step in in support of the company, claiming that the downturn is only temporary, and that the company can get back on its feet if allowed some time to reconstruct and consolidate. While we could support the business, vocal members of parliament have lambasted the idea, calling it an absurd abridgment of the fundamental freedoms of trade and government non-interventionism.;;;;;;x;
EVTOPTA22570;Naturally we must aid the company through this tough time;;;;;;x;
EVTOPTB22570;We will not spend government money in support of a private company;;;;;;x;
EVTNAME22580;Railroad Trust Exposed!;;;;;;x;
EVTDESC22580;$COUNTRY$ is abuzz with news of an alleged railroad trust, exposed by an anti-trust commission set up in one of our states. Local capitalists protest the allegations as absurd, claiming that no malicious coordination of prices, or price fixing has occurred. Many among the working classes are irate about the affair, feeling strongly that they are being squeezed hard by capitalist tycoons trying to make a profit out of their hardship. Breaking up the trust will set local railroad building back several years, but not doing it might anger broad strata of our population.;;;;;;x;
EVTOPTA22580;We must protect our workers at any cost, and this cornered market must be opened.;;;;;;x;
EVTOPTB22580;The freedom of trade shall not be abridged in any way.;;;;;;x;
BUDGET_GOLD_INCOME_DESC;Income from gold mines;;;;;;x;
TOTAL_TAX_EFFICIENCY;Tax Efficiency: §Y$VAL$§W;;;;;;x;
TOTAL_TAX_EFFICIENCY_BASED;Calculated from:;;;;;x;;
TAX_POOR_DESC;This controls how much of the poor strata's income will be collected as tax. Too heavy taxation will leave them less money to spend on their own needs.;;;;;;x;
TAX_MIDDLE_DESC;This controls how much of the middle strata's income will be collected as tax. Too heavy taxation will leave them less money to spend on their own needs or businesses;;;;;;x;
TAX_RICH_DESC;This controls how much of the rich strata's income will be collected as tax. Too heavy taxation will leave them less money to spend on their own needs and less likely to invest in projects like building new factories.;;;;;;x;
MIL_COST_DESC;Supply costs for your military.;;;;;;x;
NAT_STOCK_DESC;Costs of trades to fill our national stockpile.;;;;;;x;
IND_SUP_DESC;Costs of government subsidizing of factories. National cash reserves will be used to help factories buy goods needed and pay worker salaries;;;;;;x;
TARIFFS_DESC;Tariffs impose an extra cost on imported goods, with the proceeds going to the national treasury. Negative tariffs can be used to help subsidize imports for anyone in your nation;;;;;;x;
WARSUBSIDIES_EXPENSE;War subsidies: §R$VAL$§W;;;;;;x;
WARINDEMNITIES_EXPENSE;War indemnities: §R$VAL$§W;;;;;;x;
WARSUBSIDIES_INCOME;War subsidies: §G$VAL$§W;;;;;;x;
WARINDEMNITIES_INCOME;War indemnities: §G$VAL$§W;;;;;;x;
REMOVE_BUDGET_DIPL_DESC;Various costs/income uncured though diplomacy or peace deals;;;;;;x;
sami;Sami;;;;;;x;
pan_romanian;Romanian;;;;;;x;
MODIFIER_MOBILISED;Mobilized: $VALUE$;;;;;x;;
MODIFIER_OVERSEAS;Overseas penalty: $VALUE$;;;;;x;;
TRADE_OVERSEAS_NEED;$VAL$ for provinces overseas.\n;;;;;;x;
BUDGET_OVERSEAS;Overseas maintenance;;;;;;x;
BUDGET_DIPL_DESC;Various costs/income uncured though diplomacy or peace deals;;;;;;x;
POP_DETAILS_INTERNAL_MIGRATION;Internal migration:;;;;;x;;
POP_DETAILS_EXTERNAL_MIGRATION;External migration:;;;;;x;;
POP_DETAILS_COLONIAL_MIGRATION;Colonial migration:;;;;;x;;
PRODUCTION_OUTPUT_YESTERDAY;Produced §Y$VALUE$§W yesterday.;;;;;x;;
PRODUCTION_OUTPUT_GOODS_TOOLTIP2;Max output: §Y$CURR$§W;;;;;;x;
PRODUCTION_CURRENT_STOCKPILE;Current stockpile: §Y$VALUE$§W;;;;;;x;
POP_DAILY_INTEREST;Savings Interest: §Y$VAL$§W¤;;;;;;x;
MODIFIER_OVERSEAS_PRODUCTION_PENALTY;Overseas Factory/RGO penalty: $VALUE$;;;;;x;;
PRODUCTION_FACTORY_EMPLOYEECOUNT_TOOLTIP2;Current employees: $EMPLOYEES$/$EMPLOYEE_MAX$;;;;;;x;
LIFERATING_EFFECT;$DIRECTION$ $VALUE$ Life rating\n;;;;;;x;
MILITARY_ARMY_COUNT_TOOLTIP;Number of armies: §Y$VALUE$§W;;;;;;x;
MILITARY_NAVY_COUNT_TOOLTIP;Number of navies: §Y$VALUE$§W;;;;;;x;
MILITARY_ARMY_CONSTRUCTION_TOOLTIP;Brigades under construction: §Y$VALUE$§W;;;;;;x;
MILITARY_NAVY_CONSTRUCTION_TOOLTIP;Ships under construction: §Y$VALUE$§W;;;;;;x;
MILITARY_SORT_BY_TYPE_TOOLTIP;Sort by leader type;;;;;;x;
MILITARY_SORT_BY_NAME_TOOLTIP;Sort by name;;;;;;x;
MILITARY_SORT_BY_ASSIGNMENT_TOOLTIP;Sort by assignment;;;;;;x;
MILITARY_SORT_BY_STRENGTH_TOOLTIP;Sort by strength;;;;;;x;
MILITARY_SORT_ASSIGNMENT;Assignment;;;;;;x;
MILITARY_BACKGROUND;Background: §Y$NAME$§W;;;;;;x;
MILITARY_PERSONALITY;Personality: §Y$NAME$§W;;;;;;x;
REMOVE_MILITARY_LEADER_NAME_TOOLTIP;§Y$NAME$§W is assigned to §Y$ARMY$§W,\ncurrently situated at §Y$$LOCATION§W.;;;;;;x;
MILITARY_STRENGTH_TOOLTIP2;Unit strength is at §Y$PERCENT$%§W.\nStrength: $VALUE$/§Y$MAX$§W;;;;;;x;
MILITARY_SHIPSTRENGTH_TOOLTIP2;Unit strength is at §Y$PERCENT$%§W.;;;;;;x;
MILITARY_REGIMENTS_TOOLTIP;Number of brigades: §Y$VALUE$§W;;;;;;x;
MILITARY_SHIPS_TOOLTIP;Number of ships: §Y$VALUE$§W;;;;;;x;
MILITARY_CURRENT_LOCATION;Current location: §Y$LOC$§W;;;;;;x;
REMOVE_MILITARY_MOBILIZE;Mobilize our population;;;;;;x;
REMOVE_MILITARY_MOBILIZE_DESC;TODO Write mobilize desc;;;;;;x;
REMOVE_MILITARY_DEMOBILIZE;Demobilize our population;;;;;;x;
REMOVE_MILITARY_DEMOBILIZE_DESC;TODO Write demobilize desc;;;;;;x;
MILITARY_WAR_EXHAUSTION;War exhaustion;;;;;;x;
MILITARY_SUPPLY_CONSUMPTION;Supply consumption;;;;;;x;
MILITARY_ORG_REGAIN;Organization regain;;;;;;x;
MILITARY_ARMY_ORG;Land organization;;;;;;x;
MILITARY_NAVY_ORG;Naval organization;;;;;;x;
MILITARY_UNIT_EXPERIENCE;Unit start experience;;;;;;x;
MILITARY_RECRUIT_TIME;Recruit time;;;;;;x;
MILITARY_COMBAT_WIDTH;Combat Width;;;;;;x;
COMWID_BASE;Base Value: §Y$VAL$§W;;;;;;x;
MILITARY_WAR_EXHAUSTION_TOOLTIP;War exhaustion: $VALUE$;;;;;;x;
MILITARY_MAX_WAR_EXHAUSTION_TOOLTIP;Max War exhaustion: $VALUE$;;;;;;x;
MILITARY_BASEVALUE_PERCENT;Base value: §Y100%§W;;;;;;x;
MILITARY_BASEVALUE;Base value: §Y0.00§W;;;;;;x;
AVAILABLE_EXPORTS;On Export Markets: $VAL$;;;;;;x;
MILITARY_BUILD_UNIT_TOOLTIP;Build §Y$NAME$§W in §Y$LOC$§W;;;;;;x;
MILITARY_CANCEL_BUILD_UNIT_TOOLTIP;Cancel construction of §Y$NAME$§W in §Y$LOC$§W;;;;;;x;
traditional_academic;Traditional Academia;;;;;;x;
army_tech_school;Military-Industrial Complex;;;;;;x;
naval_tech_school;Sea power & The Merchant Marine;;;;;;x;
industrial_tech_school;Corporative Industrialism;;;;;;x;
culture_tech_school;Avantgarde Intelligentsia;;;;;;x;
commerce_tech_school;Business Schools & Tycoon Capitalism;;;;;;x;
prussian_tech_school;Junkers, Heer & Krupp;;;;;;x;
EVTNAME14730;Anti-Colonial League;;;;;;x;
EVTDESC14730;And when we consider the injustices, wrought by representatives of $COUNTRY$ in the colonies, we will not be surprised to find that '$COUNTRY_ADJ$', in those many places, far beyond our country's shores, has become a byword for theft, larceny and murder. Our message here today is loud and clear: $COUNTRY$! Quit the colonies!'\n\nAn Anti-Colonial League has been formed by $COUNTRY_ADJ$ radicals. Ostensibly dominated by intellectuals arguing the cause of colonial independence, reports from our Secret Police make it evident that the League is intimately connected with the Socialist Internationale.;;;;;;x;
EVTOPTA14730;Denounce the League;;;;;;x;
EVTOPTB14730;Ignore the League;;;;;;x;
EVTOPTC14730;Support the League;;;;;;x;
EVTNAME14740;Model Colony;;;;;;x;
EVTDESC14740;With the competition for colonies constantly increasing, as European nations scramble for Africa and the World, $COUNTRY$ has done well for itself. One $COUNTRY_ADJ$ colony has, in the past few years, become internationally recognized as the model of a well managed European colony, and the attention that this colony has garnered for $COUNTRY_ADJ$ colonial policy, in the parliaments and courts of Europe, is proving a wonderful boon for $COUNTRY_ADJ$ research and international prestige.;;;;;;x;
EVTOPTA14740;Wonderful!;;;;;;x;
EVTNAME14750;Colonial Policy Debated;;;;;;x;
